Image name,TagLab Date,TagLab Type,TagLab Genet Id,TagLab Id,TagLab Class name,TagLab Centroid x,TagLab Centroid y,TagLab Perimeter,TagLab Area,TagLab Surf. area,TagLab Note
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,0,0,Porites astreoides,5128.0,4532.6,55.0,110.3,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,1,1,Porites astreoides,6040.3,3879.0,24.1,30.36,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,2,2,Porites astreoides,6428.7,3680.4,19.5,24.0,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,4,3,Porites astreoides,7361.6,4633.9,13.5,12.43,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,5,4,Porites astreoides,7868.8,5176.8,30.9,55.46,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,3,5,Porites astreoides,7730.1,4869.9,11.5,7.36,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,7,6,Porites astreoides,8243.6,5707.5,26.8,35.07,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,18,7,Pseudodiploria clivosa,6732.6,7545.3,48.5,157.43,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,19,8,Porites astreoides,6381.4,7328.9,15.9,17.3,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,17,9,Porites astreoides,6546.6,7940.2,38.4,94.55,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,20,10,Porites astreoides,5576.1,7849.6,35.6,51.83,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,22,11,Porites astreoides,5036.8,8958.0,24.6,34.1,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,21,12,Porites astreoides,5186.8,8714.1,20.6,17.89,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,23,13,Porites astreoides,5467.0,9966.3,24.5,31.68,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,72,14,Porites astreoides,4944.0,10980.7,19.1,22.6,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,24,15,Porites astreoides,5377.0,12240.0,22.0,31.33,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,51,16,Pseudodiploria strigosa,5213.8,13644.8,37.6,61.52,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,52,17,Porites astreoides,5359.7,14232.1,31.4,48.35,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,53,18,Porites astreoides,5437.6,14541.3,25.1,34.55,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,48,19,Porites astreoides,6934.9,14181.6,22.3,34.52,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,47,21,Porites astreoides,7650.7,14238.8,23.4,30.21,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,73,22,Porites astreoides,8182.7,16334.5,21.6,23.07,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,50,23,Porites astreoides,8779.7,15925.6,16.1,14.82,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,54,24,Porites astreoides,8155.8,17235.1,42.5,63.65,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,55,25,Porites astreoides,7735.2,17702.8,9.9,6.01,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,57,26,Pseudodiploria strigosa,10721.4,17901.6,43.1,91.65,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,62,27,Porites astreoides,10816.4,17684.9,17.1,17.03,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,61,28,Stephanocoenia intersepta,11461.7,18228.1,16.1,13.89,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,58,29,Siderastrea siderea,11522.8,18414.9,15.3,6.28,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,60,30,Siderastrea siderea,11686.4,18398.9,4.8,1.22,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,63,31,Porites astreoides,13682.1,17126.0,100.7,337.65,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,66,32,Porites porites,14609.6,17889.5,14.2,10.22,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,67,33,Porites porites,14597.3,18041.8,11.7,7.63,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,69,35,Porites astreoides,14684.4,18537.1,12.9,11.47,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,68,34,Colpophyllia natans,14762.9,18355.9,14.2,12.21,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,64,36,Siderastrea siderea,15147.1,17107.0,102.1,498.99,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,65,37,Porites astreoides,15445.8,16598.5,104.0,355.71,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,36,38,Porites astreoides,15548.1,15218.2,69.1,267.07,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,38,39,Porites astreoides,14167.1,14737.9,80.4,338.31,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,40,41,Stephanocoenia intersepta,13678.1,14964.0,54.7,86.27,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,41,40,Stephanocoenia intersepta,13596.6,14498.9,62.7,73.09,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,39,42,Porites astreoides,13233.0,13716.1,42.3,90.3,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,45,43,Porites astreoides,12731.0,14218.3,11.9,9.33,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,42,44,Porites astreoides,12933.9,13241.4,19.3,25.24,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,43,45,Porites astreoides,11341.2,12911.9,52.2,151.29,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,44,46,Porites astreoides,10591.3,13162.5,17.4,17.04,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,32,47,Stephanocoenia intersepta,11668.6,12367.3,23.0,34.49,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,31,48,Siderastrea siderea,11779.2,11106.5,85.6,239.12,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,12,49,Porites astreoides,11380.9,8779.7,18.9,16.49,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,13,50,Porites astreoides,12402.0,6784.9,47.4,139.39,0.0,
20250414_S2P2_Plot 3_resized_coreg.png,2025-04-14,Region,75,51,Porites astreoides,12857.0,6562.1,38.7,91.56,0.0,
