Image name,TagLab Date,TagLab Type,TagLab Genet Id,TagLab Id,TagLab Class name,TagLab Centroid x,TagLab Centroid y,TagLab Perimeter,TagLab Area,TagLab Surf. area,TagLab Note
20251018_S1P1_Plot 2_coreg.png,2025-10-18,Region,4,0,Porites astreoides,1639.5,3753.4,26.7,21.7,0.0,
20251018_S1P1_Plot 2_coreg.png,2025-10-18,Region,6,1,Pseudodiploria strigosa,2391.8,4427.7,25.4,40.78,0.0,
20251018_S1P1_Plot 2_coreg.png,2025-10-18,Region,5,2,Porites astreoides,2763.5,3924.5,34.9,47.03,0.0,
20251018_S1P1_Plot 2_coreg.png,2025-10-18,Region,7,3,Porites astreoides,3598.3,6176.9,37.9,94.49,0.0,
20251018_S1P1_Plot 2_coreg.png,2025-10-18,Region,11,4,Porites astreoides,4468.3,5594.2,11.0,8.02,0.0,
20251018_S1P1_Plot 2_coreg.png,2025-10-18,Region,12,5,Porites astreoides,4913.0,5741.6,127.1,318.49,0.0,
20251018_S1P1_Plot 2_coreg.png,2025-10-18,Region,14,6,Porites astreoides,5187.5,6273.0,21.7,28.27,0.0,
20251018_S1P1_Plot 2_coreg.png,2025-10-18,Region,21,7,Orbicella faveolata,7401.7,5031.0,24.0,36.77,0.0,
20251018_S1P1_Plot 2_coreg.png,2025-10-18,Region,2,8,Orbicella faveolata,7338.3,5265.5,30.9,51.18,0.0,
20251018_S1P1_Plot 2_coreg.png,2025-10-18,Region,27,9,Porites astreoides,10922.9,4872.9,48.7,127.01,0.0,
20251018_S1P1_Plot 2_coreg.png,2025-10-18,Region,46,10,Pseudodiploria strigosa,13479.1,3728.1,33.3,71.5,0.0,
20251018_S1P1_Plot 2_coreg.png,2025-10-18,Region,26,11,Porites astreoides,13745.9,3186.1,23.8,22.47,0.0,
20251018_S1P1_Plot 2_coreg.png,2025-10-18,Region,45,12,Porites astreoides,13591.9,3185.5,15.3,15.96,0.0,
20251018_S1P1_Plot 2_coreg.png,2025-10-18,Region,52,13,Porites astreoides,14016.2,4014.1,31.1,55.99,0.0,
20251018_S1P1_Plot 2_coreg.png,2025-10-18,Region,47,14,Porites astreoides,13297.4,4684.4,34.9,74.82,0.0,
20251018_S1P1_Plot 2_coreg.png,2025-10-18,Region,53,15,Porites astreoides,13949.7,5543.5,40.1,98.19,0.0,
20251018_S1P1_Plot 2_coreg.png,2025-10-18,Region,42,16,Porites astreoides,11930.8,7613.8,43.0,79.85,0.0,
20251018_S1P1_Plot 2_coreg.png,2025-10-18,Region,41,17,Porites astreoides,12389.4,9808.1,19.2,22.94,0.0,
20251018_S1P1_Plot 2_coreg.png,2025-10-18,Region,54,18,Porites porites,11757.6,10103.3,36.0,48.55,0.0,
20251018_S1P1_Plot 2_coreg.png,2025-10-18,Region,40,19,Porites astreoides,12288.3,10809.1,40.7,100.59,0.0,
20251018_S1P1_Plot 2_coreg.png,2025-10-18,Region,49,20,Porites astreoides,12980.1,9985.5,38.6,57.91,0.0,
20251018_S1P1_Plot 2_coreg.png,2025-10-18,Region,56,21,Porites astreoides,13640.8,10291.2,27.6,34.84,0.0,
20251018_S1P1_Plot 2_coreg.png,2025-10-18,Region,50,22,Porites astreoides,12928.1,11775.1,60.7,128.41,0.0,
20251018_S1P1_Plot 2_coreg.png,2025-10-18,Region,57,23,Porites astreoides,14280.2,11191.0,36.0,55.17,0.0,
20251018_S1P1_Plot 2_coreg.png,2025-10-18,Region,31,24,Porites astreoides,11024.1,13059.8,37.6,65.51,0.0,
20251018_S1P1_Plot 2_coreg.png,2025-10-18,Region,32,25,Porites astreoides,10743.1,13350.6,65.7,104.23,0.0,
20251018_S1P1_Plot 2_coreg.png,2025-10-18,Region,35,26,Porites astreoides,10211.6,13528.5,23.3,31.97,0.0,
20251018_S1P1_Plot 2_coreg.png,2025-10-18,Region,36,27,Porites astreoides,10362.9,14096.2,37.4,47.68,0.0,
20251018_S1P1_Plot 2_coreg.png,2025-10-18,Region,34,28,Porites astreoides,10409.8,13710.0,56.0,105.06,0.0,
20251018_S1P1_Plot 2_coreg.png,2025-10-18,Region,33,29,Porites astreoides,10791.9,13831.1,32.1,45.74,0.0,
20251018_S1P1_Plot 2_coreg.png,2025-10-18,Region,30,30,Porites astreoides,10027.6,13217.1,11.8,8.49,0.0,
20251018_S1P1_Plot 2_coreg.png,2025-10-18,Region,37,31,Porites astreoides,10700.6,14793.6,21.0,24.44,0.0,
