Image name,TagLab Date,TagLab Type,TagLab Genet Id,TagLab Id,TagLab Class name,TagLab Centroid x,TagLab Centroid y,TagLab Perimeter,TagLab Area,TagLab Surf. area,TagLab Note
20250623_S2P2_Plot 1_coreg.png,2025-06-23,Region,15,0,Orbicella faveolata,2188.1,2519.4,188.5,1398.41,0.0,
20250623_S2P2_Plot 1_coreg.png,2025-06-23,Region,16,1,Porites astreoides,2053.8,2474.9,27.6,41.79,0.0,
20250623_S2P2_Plot 1_coreg.png,2025-06-23,Region,14,2,Siderastrea siderea,2414.3,2297.6,74.1,215.57,0.0,
20250623_S2P2_Plot 1_coreg.png,2025-06-23,Region,11,3,Porites astreoides,2656.0,1924.8,31.0,36.19,0.0,
20250623_S2P2_Plot 1_coreg.png,2025-06-23,Region,55,4,Colpophyllia natans,2947.9,2155.6,20.7,19.86,0.0,
20250623_S2P2_Plot 1_coreg.png,2025-06-23,Region,49,5,Porites astreoides,3077.9,2307.2,65.1,235.88,0.0,
20250623_S2P2_Plot 1_coreg.png,2025-06-23,Region,56,7,Orbicella faveolata,3414.5,2104.5,55.1,148.15,0.0,
20250623_S2P2_Plot 1_coreg.png,2025-06-23,Region,57,8,Porites astreoides,3439.1,2053.7,28.5,51.18,0.0,
20250623_S2P2_Plot 1_coreg.png,2025-06-23,Region,58,9,Porites astreoides,3519.6,2109.5,67.0,191.08,0.0,
20250623_S2P2_Plot 1_coreg.png,2025-06-23,Region,9,10,Stephanocoenia intersepta,3575.2,1604.3,15.7,16.19,0.0,
20250623_S2P2_Plot 1_coreg.png,2025-06-23,Region,54,11,Stephanocoenia intersepta,4061.9,1639.5,27.2,44.55,0.0,
20250623_S2P2_Plot 1_coreg.png,2025-06-23,Region,50,12,Stephanocoenia intersepta,4011.7,1688.1,30.0,40.99,0.0,
20250623_S2P2_Plot 1_coreg.png,2025-06-23,Region,59,13,Porites astreoides,3384.6,2508.4,29.8,55.75,0.0,
20250623_S2P2_Plot 1_coreg.png,2025-06-23,Region,47,14,Porites astreoides,3927.0,3432.6,59.1,214.42,0.0,
20250623_S2P2_Plot 1_coreg.png,2025-06-23,Region,41,15,Porites astreoides,3952.3,3896.9,66.7,259.62,0.0,
20250623_S2P2_Plot 1_coreg.png,2025-06-23,Region,44,16,Pseudodiploria strigosa,3484.7,4177.4,23.1,35.2,0.0,
20250623_S2P2_Plot 1_coreg.png,2025-06-23,Region,10,17,Porites astreoides,3245.0,4059.9,75.0,339.8,0.0,
