Image name,TagLab Date,TagLab Type,TagLab Genet Id,TagLab Id,TagLab Class name,TagLab Centroid x,TagLab Centroid y,TagLab Perimeter,TagLab Area,TagLab Surf. area,TagLab Note
202512_S2P2_Plot 1_coreg.png,2025-12-01,Region,1,0,Porites astreoides,1967.9,6736.7,31.6,53.24,0.0,
202512_S2P2_Plot 1_coreg.png,2025-12-01,Region,2,1,Stephanocoenia intersepta,1999.2,6923.2,26.9,42.1,0.0,
202512_S2P2_Plot 1_coreg.png,2025-12-01,Region,3,2,Porites astreoides,2142.6,6779.2,11.9,7.97,0.0,
202512_S2P2_Plot 1_coreg.png,2025-12-01,Region,4,3,Porites astreoides,2438.7,6533.5,12.7,10.81,0.0,
202512_S2P2_Plot 1_coreg.png,2025-12-01,Region,19,4,Porites astreoides,3404.5,7137.5,20.7,18.9,0.0,
202512_S2P2_Plot 1_coreg.png,2025-12-01,Region,17,5,Porites astreoides,4259.4,7006.1,58.3,87.3,0.0,
202512_S2P2_Plot 1_coreg.png,2025-12-01,Region,16,7,Porites astreoides,5432.4,6558.8,27.5,40.65,0.0,
202512_S2P2_Plot 1_coreg.png,2025-12-01,Region,15,6,Orbicella faveolata,5853.4,6719.8,181.3,1298.28,0.0,
202512_S2P2_Plot 1_coreg.png,2025-12-01,Region,14,8,Siderastrea siderea,6605.7,6088.8,64.3,165.02,0.0,
202512_S2P2_Plot 1_coreg.png,2025-12-01,Region,63,9,Porites astreoides,7282.4,6578.6,73.2,293.54,0.0,
202512_S2P2_Plot 1_coreg.png,2025-12-01,Region,49,10,Porites astreoides,8503.7,6255.4,62.1,218.46,0.0,
202512_S2P2_Plot 1_coreg.png,2025-12-01,Region,55,11,Colpophyllia natans,8161.8,5743.1,17.9,22.02,0.0,
202512_S2P2_Plot 1_coreg.png,2025-12-01,Region,58,12,Porites astreoides,9876.9,5727.6,58.3,159.05,0.0,
202512_S2P2_Plot 1_coreg.png,2025-12-01,Region,57,13,Porites astreoides,9531.5,5704.7,57.3,155.99,0.0,
202512_S2P2_Plot 1_coreg.png,2025-12-01,Region,59,14,Porites astreoides,9491.1,6953.2,48.8,114.7,0.0,
202512_S2P2_Plot 1_coreg.png,2025-12-01,Region,60,15,Porites astreoides,10290.5,8702.0,22.7,34.07,0.0,
202512_S2P2_Plot 1_coreg.png,2025-12-01,Region,47,16,Porites astreoides,11027.3,9629.4,51.7,150.09,0.0,
202512_S2P2_Plot 1_coreg.png,2025-12-01,Region,41,17,Porites astreoides,11115.3,10938.8,69.9,262.54,0.0,
