Image name,TagLab Date,TagLab Type,TagLab Genet Id,TagLab Id,TagLab Class name,TagLab Centroid x,TagLab Centroid y,TagLab Perimeter,TagLab Area,TagLab Surf. area,TagLab Note
20260508_S2P2_Plot 2_coreg.png,2026-05-08,Region,2,0,Stephanocoenia intersepta,8477.6,6954.5,49.9,150.73,0.0,
20260508_S2P2_Plot 2_coreg.png,2026-05-08,Region,0,1,Porites astreoides,7791.9,10074.4,51.8,150.55,0.0,
20260508_S2P2_Plot 2_coreg.png,2026-05-08,Region,1,2,Porites astreoides,8110.5,10199.9,57.8,186.65,0.0,
20260508_S2P2_Plot 2_coreg.png,2026-05-08,Region,3,3,Porites astreoides,10812.7,8083.4,24.2,31.58,0.0,
20260508_S2P2_Plot 2_coreg.png,2026-05-08,Region,0,4,Porites astreoides,9699.4,8235.4,27.3,45.38,0.0,
20260508_S2P2_Plot 2_coreg.png,2026-05-08,Region,5,5,Stephanocoenia intersepta,10248.8,13926.1,40.6,73.2,0.0,
20260508_S2P2_Plot 2_coreg.png,2026-05-08,Region,4,6,Porites astreoides,8611.5,14686.8,33.8,51.97,0.0,
20260508_S2P2_Plot 2_coreg.png,2026-05-08,Region,7,7,Stephanocoenia intersepta,8988.1,15825.8,18.8,16.95,0.0,
20260508_S2P2_Plot 2_coreg.png,2026-05-08,Region,6,8,Porites astreoides,9629.4,15458.1,27.5,47.28,0.0,
20260508_S2P2_Plot 2_coreg.png,2026-05-08,Region,16,10,Stephanocoenia intersepta,9171.8,18308.0,58.7,164.97,0.0,
20260508_S2P2_Plot 2_coreg.png,2026-05-08,Region,17,11,Colpophyllia natans,8997.1,18265.8,32.7,55.92,0.0,
20260508_S2P2_Plot 2_coreg.png,2026-05-08,Region,8,9,Porites astreoides,9906.1,16302.2,29.7,55.84,0.0,
20260508_S2P2_Plot 2_coreg.png,2026-05-08,Region,9,12,Porites porites,9977.7,17290.0,39.9,75.25,0.0,
20260508_S2P2_Plot 2_coreg.png,2026-05-08,Region,11,13,Porites astreoides,11384.9,17119.2,30.4,60.57,0.0,
20260508_S2P2_Plot 2_coreg.png,2026-05-08,Region,10,14,Porites astreoides,10962.2,17410.3,27.8,50.84,0.0,
20260508_S2P2_Plot 2_coreg.png,2026-05-08,Region,12,15,Porites astreoides,12071.0,18466.7,45.7,119.99,0.0,
20260508_S2P2_Plot 2_coreg.png,2026-05-08,Region,14,16,Porites astreoides,15241.2,16124.1,40.7,85.96,0.0,
20260508_S2P2_Plot 2_coreg.png,2026-05-08,Region,13,17,Porites astreoides,15057.3,17804.3,65.6,273.29,0.0,
20260508_S2P2_Plot 2_coreg.png,2026-05-08,Region,15,18,Porites astreoides,17331.8,16145.2,56.4,167.69,0.0,
20260508_S2P2_Plot 2_coreg.png,2026-05-08,Region,4,19,Porites astreoides,12233.2,5945.3,16.5,10.17,0.0,
