Image name,TagLab Date,TagLab Type,TagLab Genet Id,TagLab Id,TagLab Class name,TagLab Centroid x,TagLab Centroid y,TagLab Perimeter,TagLab Area,TagLab Surf. area,TagLab Note
20241202_S2P2_Plot 2_resized_coreg.png,2024-12-02,Region,0,0,Porites astreoides,4804.4,6222.8,49.1,157.87,0.0,
20241202_S2P2_Plot 2_resized_coreg.png,2024-12-02,Region,1,1,Porites astreoides,5049.4,6304.1,59.5,220.41,0.0,
20241202_S2P2_Plot 2_resized_coreg.png,2024-12-02,Region,2,2,Stephanocoenia intersepta,5397.7,3940.6,48.0,139.51,0.0,
20241202_S2P2_Plot 2_resized_coreg.png,2024-12-02,Region,3,3,Porites astreoides,7540.7,5559.1,37.9,95.24,0.0,
20241202_S2P2_Plot 2_resized_coreg.png,2024-12-02,Region,0,4,Porites astreoides,6843.0,5584.8,27.8,42.75,0.0,
20241202_S2P2_Plot 2_resized_coreg.png,2024-12-02,Region,4,5,Porites astreoides,7844.3,2908.6,18.7,19.77,0.0,
20241202_S2P2_Plot 2_resized_coreg.png,2024-12-02,Region,6,7,Porites astreoides,5934.1,10199.3,23.6,38.29,0.0,
20241202_S2P2_Plot 2_resized_coreg.png,2024-12-02,Region,4,8,Porites astreoides,5187.7,9614.7,28.5,51.43,0.0,
20241202_S2P2_Plot 2_resized_coreg.png,2024-12-02,Region,7,9,Stephanocoenia intersepta,5373.5,10452.6,24.2,35.07,0.0,
20241202_S2P2_Plot 2_resized_coreg.png,2024-12-02,Region,8,10,Porites astreoides,6007.3,10852.5,34.1,76.6,0.0,
20241202_S2P2_Plot 2_resized_coreg.png,2024-12-02,Region,9,11,Porites porites,6150.5,11512.2,32.9,59.96,0.0,
20241202_S2P2_Plot 2_resized_coreg.png,2024-12-02,Region,10,12,Porites astreoides,6862.3,11645.7,26.7,47.04,0.0,
20241202_S2P2_Plot 2_resized_coreg.png,2024-12-02,Region,11,13,Porites astreoides,7181.7,11477.2,30.5,63.66,0.0,
20241202_S2P2_Plot 2_resized_coreg.png,2024-12-02,Region,12,14,Porites astreoides,7434.6,11991.5,31.7,40.17,0.0,
20241202_S2P2_Plot 2_resized_coreg.png,2024-12-02,Region,13,15,Porites astreoides,10112.3,12084.6,56.5,208.41,0.0,
20241202_S2P2_Plot 2_resized_coreg.png,2024-12-02,Region,14,16,Porites astreoides,10283.8,10859.5,40.2,96.31,0.0,
20241202_S2P2_Plot 2_resized_coreg.png,2024-12-02,Region,15,17,Porites astreoides,11888.4,10942.4,52.2,140.33,0.0,
20241202_S2P2_Plot 2_resized_coreg.png,2024-12-02,Region,5,6,Stephanocoenia intersepta,6593.2,9111.1,49.8,131.14,0.0,
20241202_S2P2_Plot 2_resized_coreg.png,2024-12-02,Region,16,18,Stephanocoenia intersepta,5550.6,12300.8,57.1,135.69,0.0,
20241202_S2P2_Plot 2_resized_coreg.png,2024-12-02,Region,17,19,Colpophyllia natans,5445.2,12243.4,28.9,46.89,0.0,
